,name,scie,lang_x,tags,lang_names,local_name,full_lang_name,state
2683,"Dates, processed",Phoenix dactylifera,A. Khajur; B. Kharjura; E. Date palm; G. Khajur; H. Khajur; Kan. Kharjoora; Kash. Khajur; Kh. Soh khajur im; Mal. Eethapazham; M. Thangtup; Mar. Khajur; N. Khajura; O. Khajuri; P. Khajur; S. Kharjura ; Tam. Pericham pazham; Tel. Khajoora pandu; U. Khajur.,vegetarian eggetarian fishetarian veg,Kash. Khajur,Khajur,Kashmiri,Jammu and Kashmir
2684,"Dates, processed",Phoenix dactylifera,A. Khajur; B. Kharjura; E. Date palm; G. Khajur; H. Khajur; Kan. Kharjoora; Kash. Khajur; Kh. Soh khajur im; Mal. Eethapazham; M. Thangtup; Mar. Khajur; N. Khajura; O. Khajuri; P. Khajur; S. Kharjura ; Tam. Pericham pazham; Tel. Khajoora pandu; U. Khajur.,vegetarian eggetarian fishetarian veg,Kh. Soh khajur im,Soh khajur im,Khasi,Meghalaya
2685,"Dates, processed",Phoenix dactylifera,A. Khajur; B. Kharjura; E. Date palm; G. Khajur; H. Khajur; Kan. Kharjoora; Kash. Khajur; Kh. Soh khajur im; Mal. Eethapazham; M. Thangtup; Mar. Khajur; N. Khajura; O. Khajuri; P. Khajur; S. Kharjura ; Tam. Pericham pazham; Tel. Khajoora pandu; U. Khajur.,vegetarian eggetarian fishetarian veg,Mal. Eethapazham,Eethapazham,Malayalam,Kerala
2686,"Dates, processed",Phoenix dactylifera,A. Khajur; B. Kharjura; E. Date palm; G. Khajur; H. Khajur; Kan. Kharjoora; Kash. Khajur; Kh. Soh khajur im; Mal. Eethapazham; M. Thangtup; Mar. Khajur; N. Khajura; O. Khajuri; P. Khajur; S. Kharjura ; Tam. Pericham pazham; Tel. Khajoora pandu; U. Khajur.,vegetarian eggetarian fishetarian veg,M. Thangtup,Thangtup,Manipuri,Manipur
2687,"Dates, processed",Phoenix dactylifera,A. Khajur; B. Kharjura; E. Date palm; G. Khajur; H. Khajur; Kan. Kharjoora; Kash. Khajur; Kh. Soh khajur im; Mal. Eethapazham; M. Thangtup; Mar. Khajur; N. Khajura; O. Khajuri; P. Khajur; S. Kharjura ; Tam. Pericham pazham; Tel. Khajoora pandu; U. Khajur.,vegetarian eggetarian fishetarian veg,Mar. Khajur,Khajur,Marathi,Maharashtra
2688,"Dates, processed",Phoenix dactylifera,A. Khajur; B. Kharjura; E. Date palm; G. Khajur; H. Khajur; Kan. Kharjoora; Kash. Khajur; Kh. Soh khajur im; Mal. Eethapazham; M. Thangtup; Mar. Khajur; N. Khajura; O. Khajuri; P. Khajur; S. Kharjura ; Tam. Pericham pazham; Tel. Khajoora pandu; U. Khajur.,vegetarian eggetarian fishetarian veg,N. Khajura,Khajura,Nepali,Nepal
2689,"Dates, processed",Phoenix dactylifera,A. Khajur; B. Kharjura; E. Date palm; G. Khajur; H. Khajur; Kan. Kharjoora; Kash. Khajur; Kh. Soh khajur im; Mal. Eethapazham; M. Thangtup; Mar. Khajur; N. Khajura; O. Khajuri; P. Khajur; S. Kharjura ; Tam. Pericham pazham; Tel. Khajoora pandu; U. Khajur.,vegetarian eggetarian fishetarian veg,O. Khajuri,Khajuri,Oriya,Orissa
2690,"Dates, processed",Phoenix dactylifera,A. Khajur; B. Kharjura; E. Date palm; G. Khajur; H. Khajur; Kan. Kharjoora; Kash. Khajur; Kh. Soh khajur im; Mal. Eethapazham; M. Thangtup; Mar. Khajur; N. Khajura; O. Khajuri; P. Khajur; S. Kharjura ; Tam. Pericham pazham; Tel. Khajoora pandu; U. Khajur.,vegetarian eggetarian fishetarian veg,P. Khajur,Khajur,Punjabi,Punjab
2691,"Dates, processed",Phoenix dactylifera,A. Khajur; B. Kharjura; E. Date palm; G. Khajur; H. Khajur; Kan. Kharjoora; Kash. Khajur; Kh. Soh khajur im; Mal. Eethapazham; M. Thangtup; Mar. Khajur; N. Khajura; O. Khajuri; P. Khajur; S. Kharjura ; Tam. Pericham pazham; Tel. Khajoora pandu; U. Khajur.,vegetarian eggetarian fishetarian veg,S. Kharjura,Kharjura,Sanskrit,Uttaranchal
2692,"Dates, processed",Phoenix dactylifera,A. Khajur; B. Kharjura; E. Date palm; G. Khajur; H. Khajur; Kan. Kharjoora; Kash. Khajur; Kh. Soh khajur im; Mal. Eethapazham; M. Thangtup; Mar. Khajur; N. Khajura; O. Khajuri; P. Khajur; S. Kharjura ; Tam. Pericham pazham; Tel. Khajoora pandu; U. Khajur.,vegetarian eggetarian fishetarian veg,Tam. Pericham pazham,Pericham pazham,Tamil,Tamil Nadu
2693,"Dates, processed",Phoenix dactylifera,A. Khajur; B. Kharjura; E. Date palm; G. Khajur; H. Khajur; Kan. Kharjoora; Kash. Khajur; Kh. Soh khajur im; Mal. Eethapazham; M. Thangtup; Mar. Khajur; N. Khajura; O. Khajuri; P. Khajur; S. Kharjura ; Tam. Pericham pazham; Tel. Khajoora pandu; U. Khajur.,vegetarian eggetarian fishetarian veg,Tel. Khajoora pandu,Khajoora pandu,Telugu,Andhra Pradesh
2694,"Dates, processed",Phoenix dactylifera,A. Khajur; B. Kharjura; E. Date palm; G. Khajur; H. Khajur; Kan. Kharjoora; Kash. Khajur; Kh. Soh khajur im; Mal. Eethapazham; M. Thangtup; Mar. Khajur; N. Khajura; O. Khajuri; P. Khajur; S. Kharjura ; Tam. Pericham pazham; Tel. Khajoora pandu; U. Khajur.,vegetarian eggetarian fishetarian veg,U. Khajur.,Khajur.,Urdu,Uttar Pradesh
2695,Fig,Ficus carica,A. Dimoru; B. Dumura; E. Common fig; G. Anjir; H. Anjeer; Kan. Anjurada hannugalu; Kash. Anjeer; Kh. Soh Dimbur; Mal. Athipazham; M. Heirit; Mar. Anjir; N. Anjir; O. Dimiri; S. Anjiira; P. Anjeer; Tam. Athipazham; Tel. Atti pandu; U. Anjeer.,vegetarian eggetarian fishetarian veg,A. Dimoru,Dimoru,Assamese,Assam
2696,Fig,Ficus carica,A. Dimoru; B. Dumura; E. Common fig; G. Anjir; H. Anjeer; Kan. Anjurada hannugalu; Kash. Anjeer; Kh. Soh Dimbur; Mal. Athipazham; M. Heirit; Mar. Anjir; N. Anjir; O. Dimiri; S. Anjiira; P. Anjeer; Tam. Athipazham; Tel. Atti pandu; U. Anjeer.,vegetarian eggetarian fishetarian veg,B. Dumura,Dumura,Bengali,West Bengal
2697,Fig,Ficus carica,A. Dimoru; B. Dumura; E. Common fig; G. Anjir; H. Anjeer; Kan. Anjurada hannugalu; Kash. Anjeer; Kh. Soh Dimbur; Mal. Athipazham; M. Heirit; Mar. Anjir; N. Anjir; O. Dimiri; S. Anjiira; P. Anjeer; Tam. Athipazham; Tel. Atti pandu; U. Anjeer.,vegetarian eggetarian fishetarian veg,E. Common fig,Common fig,English,Arunachal Pradesh
2698,Fig,Ficus carica,A. Dimoru; B. Dumura; E. Common fig; G. Anjir; H. Anjeer; Kan. Anjurada hannugalu; Kash. Anjeer; Kh. Soh Dimbur; Mal. Athipazham; M. Heirit; Mar. Anjir; N. Anjir; O. Dimiri; S. Anjiira; P. Anjeer; Tam. Athipazham; Tel. Atti pandu; U. Anjeer.,vegetarian eggetarian fishetarian veg,G. Anjir,Anjir,Gujarati,Gujarat
2699,Fig,Ficus carica,A. Dimoru; B. Dumura; E. Common fig; G. Anjir; H. Anjeer; Kan. Anjurada hannugalu; Kash. Anjeer; Kh. Soh Dimbur; Mal. Athipazham; M. Heirit; Mar. Anjir; N. Anjir; O. Dimiri; S. Anjiira; P. Anjeer; Tam. Athipazham; Tel. Atti pandu; U. Anjeer.,vegetarian eggetarian fishetarian veg,H. Anjeer,Anjeer,Hindi,Delhi
2700,Fig,Ficus carica,A. Dimoru; B. Dumura; E. Common fig; G. Anjir; H. Anjeer; Kan. Anjurada hannugalu; Kash. Anjeer; Kh. Soh Dimbur; Mal. Athipazham; M. Heirit; Mar. Anjir; N. Anjir; O. Dimiri; S. Anjiira; P. Anjeer; Tam. Athipazham; Tel. Atti pandu; U. Anjeer.,vegetarian eggetarian fishetarian veg,Kan. Anjurada hannugalu,Anjurada hannugalu,Kannada,Karnataka
2701,Fig,Ficus carica,A. Dimoru; B. Dumura; E. Common fig; G. Anjir; H. Anjeer; Kan. Anjurada hannugalu; Kash. Anjeer; Kh. Soh Dimbur; Mal. Athipazham; M. Heirit; Mar. Anjir; N. Anjir; O. Dimiri; S. Anjiira; P. Anjeer; Tam. Athipazham; Tel. Atti pandu; U. Anjeer.,vegetarian eggetarian fishetarian veg,Kash. Anjeer,Anjeer,Kashmiri,Jammu and Kashmir
2702,Fig,Ficus carica,A. Dimoru; B. Dumura; E. Common fig; G. Anjir; H. Anjeer; Kan. Anjurada hannugalu; Kash. Anjeer; Kh. Soh Dimbur; Mal. Athipazham; M. Heirit; Mar. Anjir; N. Anjir; O. Dimiri; S. Anjiira; P. Anjeer; Tam. Athipazham; Tel. Atti pandu; U. Anjeer.,vegetarian eggetarian fishetarian veg,Kh. Soh Dimbur,Soh Dimbur,Khasi,Meghalaya
2703,Fig,Ficus carica,A. Dimoru; B. Dumura; E. Common fig; G. Anjir; H. Anjeer; Kan. Anjurada hannugalu; Kash. Anjeer; Kh. Soh Dimbur; Mal. Athipazham; M. Heirit; Mar. Anjir; N. Anjir; O. Dimiri; S. Anjiira; P. Anjeer; Tam. Athipazham; Tel. Atti pandu; U. Anjeer.,vegetarian eggetarian fishetarian veg,Mal. Athipazham,Athipazham,Malayalam,Kerala
2704,Fig,Ficus carica,A. Dimoru; B. Dumura; E. Common fig; G. Anjir; H. Anjeer; Kan. Anjurada hannugalu; Kash. Anjeer; Kh. Soh Dimbur; Mal. Athipazham; M. Heirit; Mar. Anjir; N. Anjir; O. Dimiri; S. Anjiira; P. Anjeer; Tam. Athipazham; Tel. Atti pandu; U. Anjeer.,vegetarian eggetarian fishetarian veg,M. Heirit,Heirit,Manipuri,Manipur
2705,Fig,Ficus carica,A. Dimoru; B. Dumura; E. Common fig; G. Anjir; H. Anjeer; Kan. Anjurada hannugalu; Kash. Anjeer; Kh. Soh Dimbur; Mal. Athipazham; M. Heirit; Mar. Anjir; N. Anjir; O. Dimiri; S. Anjiira; P. Anjeer; Tam. Athipazham; Tel. Atti pandu; U. Anjeer.,vegetarian eggetarian fishetarian veg,Mar. Anjir,Anjir,Marathi,Maharashtra
2706,Fig,Ficus carica,A. Dimoru; B. Dumura; E. Common fig; G. Anjir; H. Anjeer; Kan. Anjurada hannugalu; Kash. Anjeer; Kh. Soh Dimbur; Mal. Athipazham; M. Heirit; Mar. Anjir; N. Anjir; O. Dimiri; S. Anjiira; P. Anjeer; Tam. Athipazham; Tel. Atti pandu; U. Anjeer.,vegetarian eggetarian fishetarian veg,N. Anjir,Anjir,Nepali,Nepal
2707,Fig,Ficus carica,A. Dimoru; B. Dumura; E. Common fig; G. Anjir; H. Anjeer; Kan. Anjurada hannugalu; Kash. Anjeer; Kh. Soh Dimbur; Mal. Athipazham; M. Heirit; Mar. Anjir; N. Anjir; O. Dimiri; S. Anjiira; P. Anjeer; Tam. Athipazham; Tel. Atti pandu; U. Anjeer.,vegetarian eggetarian fishetarian veg,O. Dimiri,Dimiri,Oriya,Orissa
2708,Fig,Ficus carica,A. Dimoru; B. Dumura; E. Common fig; G. Anjir; H. Anjeer; Kan. Anjurada hannugalu; Kash. Anjeer; Kh. Soh Dimbur; Mal. Athipazham; M. Heirit; Mar. Anjir; N. Anjir; O. Dimiri; S. Anjiira; P. Anjeer; Tam. Athipazham; Tel. Atti pandu; U. Anjeer.,vegetarian eggetarian fishetarian veg,S. Anjiira,Anjiira,Sanskrit,Uttaranchal
2709,Fig,Ficus carica,A. Dimoru; B. Dumura; E. Common fig; G. Anjir; H. Anjeer; Kan. Anjurada hannugalu; Kash. Anjeer; Kh. Soh Dimbur; Mal. Athipazham; M. Heirit; Mar. Anjir; N. Anjir; O. Dimiri; S. Anjiira; P. Anjeer; Tam. Athipazham; Tel. Atti pandu; U. Anjeer.,vegetarian eggetarian fishetarian veg,P. Anjeer,Anjeer,Punjabi,Punjab
2710,Fig,Ficus carica,A. Dimoru; B. Dumura; E. Common fig; G. Anjir; H. Anjeer; Kan. Anjurada hannugalu; Kash. Anjeer; Kh. Soh Dimbur; Mal. Athipazham; M. Heirit; Mar. Anjir; N. Anjir; O. Dimiri; S. Anjiira; P. Anjeer; Tam. Athipazham; Tel. Atti pandu; U. Anjeer.,vegetarian eggetarian fishetarian veg,Tam. Athipazham,Athipazham,Tamil,Tamil Nadu
2711,Fig,Ficus carica,A. Dimoru; B. Dumura; E. Common fig; G. Anjir; H. Anjeer; Kan. Anjurada hannugalu; Kash. Anjeer; Kh. Soh Dimbur; Mal. Athipazham; M. Heirit; Mar. Anjir; N. Anjir; O. Dimiri; S. Anjiira; P. Anjeer; Tam. Athipazham; Tel. Atti pandu; U. Anjeer.,vegetarian eggetarian fishetarian veg,Tel. Atti pandu,Atti pandu,Telugu,Andhra Pradesh
2712,Fig,Ficus carica,A. Dimoru; B. Dumura; E. Common fig; G. Anjir; H. Anjeer; Kan. Anjurada hannugalu; Kash. Anjeer; Kh. Soh Dimbur; Mal. Athipazham; M. Heirit; Mar. Anjir; N. Anjir; O. Dimiri; S. Anjiira; P. Anjeer; Tam. Athipazham; Tel. Atti pandu; U. Anjeer.,vegetarian eggetarian fishetarian veg,U. Anjeer.,Anjeer.,Urdu,Uttar Pradesh
2713,Goosberry,Emblica officinalis,A. Amlakhi; E. Indian Gooseberry; G. Amla; H. Amla; Kan. Betta nelli; Kh. Soh mylleng; Mal. Nellikka; M. Heikru; Mar. Amla; O. Aanla; P. Olle; Tam. Nellikkai; Tel. Usirikaya.,vegetarian eggetarian fishetarian veg,A. Amlakhi,Amlakhi,Assamese,Assam
2714,Goosberry,Emblica officinalis,A. Amlakhi; E. Indian Gooseberry; G. Amla; H. Amla; Kan. Betta nelli; Kh. Soh mylleng; Mal. Nellikka; M. Heikru; Mar. Amla; O. Aanla; P. Olle; Tam. Nellikkai; Tel. Usirikaya.,vegetarian eggetarian fishetarian veg,E. Indian Gooseberry,Indian Gooseberry,English,Arunachal Pradesh
2715,Goosberry,Emblica officinalis,A. Amlakhi; E. Indian Gooseberry; G. Amla; H. Amla; Kan. Betta nelli; Kh. Soh mylleng; Mal. Nellikka; M. Heikru; Mar. Amla; O. Aanla; P. Olle; Tam. Nellikkai; Tel. Usirikaya.,vegetarian eggetarian fishetarian veg,G. Amla,Amla,Gujarati,Gujarat
2716,Goosberry,Emblica officinalis,A. Amlakhi; E. Indian Gooseberry; G. Amla; H. Amla; Kan. Betta nelli; Kh. Soh mylleng; Mal. Nellikka; M. Heikru; Mar. Amla; O. Aanla; P. Olle; Tam. Nellikkai; Tel. Usirikaya.,vegetarian eggetarian fishetarian veg,H. Amla,Amla,Hindi,Delhi
2717,Goosberry,Emblica officinalis,A. Amlakhi; E. Indian Gooseberry; G. Amla; H. Amla; Kan. Betta nelli; Kh. Soh mylleng; Mal. Nellikka; M. Heikru; Mar. Amla; O. Aanla; P. Olle; Tam. Nellikkai; Tel. Usirikaya.,vegetarian eggetarian fishetarian veg,Kan. Betta nelli,Betta nelli,Kannada,Karnataka
2718,Goosberry,Emblica officinalis,A. Amlakhi; E. Indian Gooseberry; G. Amla; H. Amla; Kan. Betta nelli; Kh. Soh mylleng; Mal. Nellikka; M. Heikru; Mar. Amla; O. Aanla; P. Olle; Tam. Nellikkai; Tel. Usirikaya.,vegetarian eggetarian fishetarian veg,Kh. Soh mylleng,Soh mylleng,Khasi,Meghalaya
2719,Goosberry,Emblica officinalis,A. Amlakhi; E. Indian Gooseberry; G. Amla; H. Amla; Kan. Betta nelli; Kh. Soh mylleng; Mal. Nellikka; M. Heikru; Mar. Amla; O. Aanla; P. Olle; Tam. Nellikkai; Tel. Usirikaya.,vegetarian eggetarian fishetarian veg,Mal. Nellikka,Nellikka,Malayalam,Kerala
2720,Goosberry,Emblica officinalis,A. Amlakhi; E. Indian Gooseberry; G. Amla; H. Amla; Kan. Betta nelli; Kh. Soh mylleng; Mal. Nellikka; M. Heikru; Mar. Amla; O. Aanla; P. Olle; Tam. Nellikkai; Tel. Usirikaya.,vegetarian eggetarian fishetarian veg,M. Heikru,Heikru,Manipuri,Manipur
2721,Goosberry,Emblica officinalis,A. Amlakhi; E. Indian Gooseberry; G. Amla; H. Amla; Kan. Betta nelli; Kh. Soh mylleng; Mal. Nellikka; M. Heikru; Mar. Amla; O. Aanla; P. Olle; Tam. Nellikkai; Tel. Usirikaya.,vegetarian eggetarian fishetarian veg,Mar. Amla,Amla,Marathi,Maharashtra
2722,Goosberry,Emblica officinalis,A. Amlakhi; E. Indian Gooseberry; G. Amla; H. Amla; Kan. Betta nelli; Kh. Soh mylleng; Mal. Nellikka; M. Heikru; Mar. Amla; O. Aanla; P. Olle; Tam. Nellikkai; Tel. Usirikaya.,vegetarian eggetarian fishetarian veg,O. Aanla,Aanla,Oriya,Orissa
2723,Goosberry,Emblica officinalis,A. Amlakhi; E. Indian Gooseberry; G. Amla; H. Amla; Kan. Betta nelli; Kh. Soh mylleng; Mal. Nellikka; M. Heikru; Mar. Amla; O. Aanla; P. Olle; Tam. Nellikkai; Tel. Usirikaya.,vegetarian eggetarian fishetarian veg,P. Olle,Olle,Punjabi,Punjab
2724,Goosberry,Emblica officinalis,A. Amlakhi; E. Indian Gooseberry; G. Amla; H. Amla; Kan. Betta nelli; Kh. Soh mylleng; Mal. Nellikka; M. Heikru; Mar. Amla; O. Aanla; P. Olle; Tam. Nellikkai; Tel. Usirikaya.,vegetarian eggetarian fishetarian veg,Tam. Nellikkai,Nellikkai,Tamil,Tamil Nadu
2725,Goosberry,Emblica officinalis,A. Amlakhi; E. Indian Gooseberry; G. Amla; H. Amla; Kan. Betta nelli; Kh. Soh mylleng; Mal. Nellikka; M. Heikru; Mar. Amla; O. Aanla; P. Olle; Tam. Nellikkai; Tel. Usirikaya.,vegetarian eggetarian fishetarian veg,Tel. Usirikaya.,Usirikaya.,Telugu,Andhra Pradesh
2726,"Country hen, breast, with skin",,nan,nonveg,nan,,,
2727,"Grapes, seeded, round, black",Vitis vinifera,A. Angoor; B. Angoor; G. Kadi Draksha; H. Angoor; Kan. Draksha; Kash. Dach; Kh. Soh grape iong; Mal. Mundiringa; M. Angoor; Mar. Draksha; N. Angoor; O. Angoor; P. Angoor; S. Draakssaa; Tam. Panneer dratchai; Tel. Draksha padu.,vegetarian eggetarian fishetarian veg,A. Angoor,Angoor,Assamese,Assam
2728,"Grapes, seeded, round, black",Vitis vinifera,A. Angoor; B. Angoor; G. Kadi Draksha; H. Angoor; Kan. Draksha; Kash. Dach; Kh. Soh grape iong; Mal. Mundiringa; M. Angoor; Mar. Draksha; N. Angoor; O. Angoor; P. Angoor; S. Draakssaa; Tam. Panneer dratchai; Tel. Draksha padu.,vegetarian eggetarian fishetarian veg,B. Angoor,Angoor,Bengali,West Bengal
2729,"Grapes, seeded, round, black",Vitis vinifera,A. Angoor; B. Angoor; G. Kadi Draksha; H. Angoor; Kan. Draksha; Kash. Dach; Kh. Soh grape iong; Mal. Mundiringa; M. Angoor; Mar. Draksha; N. Angoor; O. Angoor; P. Angoor; S. Draakssaa; Tam. Panneer dratchai; Tel. Draksha padu.,vegetarian eggetarian fishetarian veg,G. Kadi Draksha,Kadi Draksha,Gujarati,Gujarat
2730,"Grapes, seeded, round, black",Vitis vinifera,A. Angoor; B. Angoor; G. Kadi Draksha; H. Angoor; Kan. Draksha; Kash. Dach; Kh. Soh grape iong; Mal. Mundiringa; M. Angoor; Mar. Draksha; N. Angoor; O. Angoor; P. Angoor; S. Draakssaa; Tam. Panneer dratchai; Tel. Draksha padu.,vegetarian eggetarian fishetarian veg,H. Angoor,Angoor,Hindi,Delhi
2731,"Grapes, seeded, round, black",Vitis vinifera,A. Angoor; B. Angoor; G. Kadi Draksha; H. Angoor; Kan. Draksha; Kash. Dach; Kh. Soh grape iong; Mal. Mundiringa; M. Angoor; Mar. Draksha; N. Angoor; O. Angoor; P. Angoor; S. Draakssaa; Tam. Panneer dratchai; Tel. Draksha padu.,vegetarian eggetarian fishetarian veg,Kan. Draksha,Draksha,Kannada,Karnataka
2732,"Grapes, seeded, round, black",Vitis vinifera,A. Angoor; B. Angoor; G. Kadi Draksha; H. Angoor; Kan. Draksha; Kash. Dach; Kh. Soh grape iong; Mal. Mundiringa; M. Angoor; Mar. Draksha; N. Angoor; O. Angoor; P. Angoor; S. Draakssaa; Tam. Panneer dratchai; Tel. Draksha padu.,vegetarian eggetarian fishetarian veg,Kash. Dach,Dach,Kashmiri,Jammu and Kashmir
2733,"Grapes, seeded, round, black",Vitis vinifera,A. Angoor; B. Angoor; G. Kadi Draksha; H. Angoor; Kan. Draksha; Kash. Dach; Kh. Soh grape iong; Mal. Mundiringa; M. Angoor; Mar. Draksha; N. Angoor; O. Angoor; P. Angoor; S. Draakssaa; Tam. Panneer dratchai; Tel. Draksha padu.,vegetarian eggetarian fishetarian veg,Kh. Soh grape iong,Soh grape iong,Khasi,Meghalaya
2734,"Grapes, seeded, round, black",Vitis vinifera,A. Angoor; B. Angoor; G. Kadi Draksha; H. Angoor; Kan. Draksha; Kash. Dach; Kh. Soh grape iong; Mal. Mundiringa; M. Angoor; Mar. Draksha; N. Angoor; O. Angoor; P. Angoor; S. Draakssaa; Tam. Panneer dratchai; Tel. Draksha padu.,vegetarian eggetarian fishetarian veg,Mal. Mundiringa,Mundiringa,Malayalam,Kerala
2735,"Grapes, seeded, round, black",Vitis vinifera,A. Angoor; B. Angoor; G. Kadi Draksha; H. Angoor; Kan. Draksha; Kash. Dach; Kh. Soh grape iong; Mal. Mundiringa; M. Angoor; Mar. Draksha; N. Angoor; O. Angoor; P. Angoor; S. Draakssaa; Tam. Panneer dratchai; Tel. Draksha padu.,vegetarian eggetarian fishetarian veg,M. Angoor,Angoor,Manipuri,Manipur
2736,"Grapes, seeded, round, black",Vitis vinifera,A. Angoor; B. Angoor; G. Kadi Draksha; H. Angoor; Kan. Draksha; Kash. Dach; Kh. Soh grape iong; Mal. Mundiringa; M. Angoor; Mar. Draksha; N. Angoor; O. Angoor; P. Angoor; S. Draakssaa; Tam. Panneer dratchai; Tel. Draksha padu.,vegetarian eggetarian fishetarian veg,Mar. Draksha,Draksha,Marathi,Maharashtra
2737,"Grapes, seeded, round, black",Vitis vinifera,A. Angoor; B. Angoor; G. Kadi Draksha; H. Angoor; Kan. Draksha; Kash. Dach; Kh. Soh grape iong; Mal. Mundiringa; M. Angoor; Mar. Draksha; N. Angoor; O. Angoor; P. Angoor; S. Draakssaa; Tam. Panneer dratchai; Tel. Draksha padu.,vegetarian eggetarian fishetarian veg,N. Angoor,Angoor,Nepali,Nepal
2738,"Grapes, seeded, round, black",Vitis vinifera,A. Angoor; B. Angoor; G. Kadi Draksha; H. Angoor; Kan. Draksha; Kash. Dach; Kh. Soh grape iong; Mal. Mundiringa; M. Angoor; Mar. Draksha; N. Angoor; O. Angoor; P. Angoor; S. Draakssaa; Tam. Panneer dratchai; Tel. Draksha padu.,vegetarian eggetarian fishetarian veg,O. Angoor,Angoor,Oriya,Orissa
2739,"Grapes, seeded, round, black",Vitis vinifera,A. Angoor; B. Angoor; G. Kadi Draksha; H. Angoor; Kan. Draksha; Kash. Dach; Kh. Soh grape iong; Mal. Mundiringa; M. Angoor; Mar. Draksha; N. Angoor; O. Angoor; P. Angoor; S. Draakssaa; Tam. Panneer dratchai; Tel. Draksha padu.,vegetarian eggetarian fishetarian veg,P. Angoor,Angoor,Punjabi,Punjab
2740,"Grapes, seeded, round, black",Vitis vinifera,A. Angoor; B. Angoor; G. Kadi Draksha; H. Angoor; Kan. Draksha; Kash. Dach; Kh. Soh grape iong; Mal. Mundiringa; M. Angoor; Mar. Draksha; N. Angoor; O. Angoor; P. Angoor; S. Draakssaa; Tam. Panneer dratchai; Tel. Draksha padu.,vegetarian eggetarian fishetarian veg,S. Draakssaa,Draakssaa,Sanskrit,Uttaranchal
2741,"Grapes, seeded, round, black",Vitis vinifera,A. Angoor; B. Angoor; G. Kadi Draksha; H. Angoor; Kan. Draksha; Kash. Dach; Kh. Soh grape iong; Mal. Mundiringa; M. Angoor; Mar. Draksha; N. Angoor; O. Angoor; P. Angoor; S. Draakssaa; Tam. Panneer dratchai; Tel. Draksha padu.,vegetarian eggetarian fishetarian veg,Tam. Panneer dratchai,Panneer dratchai,Tamil,Tamil Nadu
2742,"Grapes, seeded, round, black",Vitis vinifera,A. Angoor; B. Angoor; G. Kadi Draksha; H. Angoor; Kan. Draksha; Kash. Dach; Kh. Soh grape iong; Mal. Mundiringa; M. Angoor; Mar. Draksha; N. Angoor; O. Angoor; P. Angoor; S. Draakssaa; Tam. Panneer dratchai; Tel. Draksha padu.,vegetarian eggetarian fishetarian veg,Tel. Draksha padu.,Draksha padu.,Telugu,Andhra Pradesh
2743,"Grapes, seeded, round, green",Vitis vinifera,A. Angoor; B. Angoor; G. Lili Draksha; H. Angoor; Kan. Draksha; Kash. Dach; Kh. Soh grape jyrngam; Mal. Mundiringa; M. Angoor; Mar. Draksha; N. Angoor; O. Angoor; P. Angoor; S. Draakssaa; Tam. Dratchai; Tel. Draksha padu.,vegetarian eggetarian fishetarian veg,A. Angoor,Angoor,Assamese,Assam
2744,"Grapes, seeded, round, green",Vitis vinifera,A. Angoor; B. Angoor; G. Lili Draksha; H. Angoor; Kan. Draksha; Kash. Dach; Kh. Soh grape jyrngam; Mal. Mundiringa; M. Angoor; Mar. Draksha; N. Angoor; O. Angoor; P. Angoor; S. Draakssaa; Tam. Dratchai; Tel. Draksha padu.,vegetarian eggetarian fishetarian veg,B. Angoor,Angoor,Bengali,West Bengal
2745,"Grapes, seeded, round, green",Vitis vinifera,A. Angoor; B. Angoor; G. Lili Draksha; H. Angoor; Kan. Draksha; Kash. Dach; Kh. Soh grape jyrngam; Mal. Mundiringa; M. Angoor; Mar. Draksha; N. Angoor; O. Angoor; P. Angoor; S. Draakssaa; Tam. Dratchai; Tel. Draksha padu.,vegetarian eggetarian fishetarian veg,G. Lili Draksha,Lili Draksha,Gujarati,Gujarat
2746,"Grapes, seeded, round, green",Vitis vinifera,A. Angoor; B. Angoor; G. Lili Draksha; H. Angoor; Kan. Draksha; Kash. Dach; Kh. Soh grape jyrngam; Mal. Mundiringa; M. Angoor; Mar. Draksha; N. Angoor; O. Angoor; P. Angoor; S. Draakssaa; Tam. Dratchai; Tel. Draksha padu.,vegetarian eggetarian fishetarian veg,H. Angoor,Angoor,Hindi,Delhi
2747,"Grapes, seeded, round, green",Vitis vinifera,A. Angoor; B. Angoor; G. Lili Draksha; H. Angoor; Kan. Draksha; Kash. Dach; Kh. Soh grape jyrngam; Mal. Mundiringa; M. Angoor; Mar. Draksha; N. Angoor; O. Angoor; P. Angoor; S. Draakssaa; Tam. Dratchai; Tel. Draksha padu.,vegetarian eggetarian fishetarian veg,Kan. Draksha,Draksha,Kannada,Karnataka
2748,"Grapes, seeded, round, green",Vitis vinifera,A. Angoor; B. Angoor; G. Lili Draksha; H. Angoor; Kan. Draksha; Kash. Dach; Kh. Soh grape jyrngam; Mal. Mundiringa; M. Angoor; Mar. Draksha; N. Angoor; O. Angoor; P. Angoor; S. Draakssaa; Tam. Dratchai; Tel. Draksha padu.,vegetarian eggetarian fishetarian veg,Kash. Dach,Dach,Kashmiri,Jammu and Kashmir
